Id,SalePrice
1636,42010.812
1637,41721.336
1638,41107.348
1639,41990.59
1640,42031.21
1641,41036.316
1642,41456.47
1643,41964.656
1644,42179.652
1645,41272.863
1646,41691.254
1647,41793.184
1648,41620.79
1649,41733.855
1650,40541.26
1651,42001.55
1652,49000.664
1653,49156.867
1654,51363.33
1655,50583.824
1656,50612.11
1657,51363.33
1658,51438.39
1659,51558.06
1660,41715.023
1661,42567.42
1662,41724.754
1663,42632.55
1664,42601.188
1665,42964.152
1666,42341.875
1667,42316.81
1668,42509.066
1669,42311.598
1670,42385.668
1671,42412.688
1672,41762.355
1673,42740.125
1674,42438.695
1675,42319.277
1676,42314.97
1677,42277.395
1678,41030.75
1679,42454.39
1680,42395.258
1681,42781.42
1682,42267.215
1683,52435.336
1684,42832.74
1685,42850.62
1686,51935.58
1687,42841.043
1688,42831.906
1689,42849.79
1690,41553.402
1691,40821.48
1692,41553.402
1693,41576.97
1694,41544.645
1695,42078.676
1696,42300.152
1697,42286.62
1698,42346.42
1699,42518.098
1700,42300.152
1701,42253.098
1702,42870.125
1703,42881.523
1704,41684.105
1705,42327.957
1706,41925.105
1707,41962.582
1708,42709.332
1709,42689.016
1710,41412.645
1711,42158.316
1712,42011.688
1713,42271.71
1714,42163.332
1715,41432.902
1716,42323.32
1717,42330.37
1718,42091.195
1719,42849.79
1720,42317.227
1721,42861.293
1722,42091.195
1723,41516.84
1724,42085.25
1725,41561.082
1726,41727.816
1727,41553.715
1728,42262.37
1729,39805.79
1730,41839.438
1731,41046.434
1732,41691.254
1733,41804.543
1734,41793.184
1735,41715.023
1736,41254.38
1737,42387.76
1738,42472.156
1739,51836.812
1740,51629.86
1741,51037.992
1742,51016.37
1743,49563.062
1744,42954.87
1745,41990.11
1746,40596.008
1747,42031.754
1748,41800.684
1749,41824.28
1750,39630.703
1751,42468.086
1752,41254.38
1753,42377.848
1754,39620.9
1755,41090.81
1756,41305.746
1757,41691.254
1758,41049.926
1759,41253.695
1760,42052.406
1761,39630.312
1762,41236.38
1763,42474.266
1764,41243.117
1765,41142.555
1766,41681.555
1767,41245.1
1768,42097.42
1769,41293.875
1770,42087.99
1771,39589.312
1772,41375.125
1773,41044.93
1774,42630.367
1775,41471.76
1776,40628.375
1777,41416.48
1778,41539.426
1779,41941.082
1780,41287.344
1781,42197.812
1782,40943.406
1783,41751.832
1784,40634.312
1785,42226.395
1786,41777.273
1787,42243.67
1788,38376.562
1789,41361.44
1790,40609.18
1791,41559.89
1792,41293.875
1793,41132.87
1794,41380.78
1795,40649.492
1796,41824.17
1797,39249.758
1798,41784.63
1799,41330.387
1800,41103.188
1801,41445.043
1802,40555.023
1803,41598.996
1804,41279.895
1805,41254.38
1806,53207.188
1807,40182.43
1808,41716.74
1809,42117.492
1810,40794.004
1811,41313.906
1812,41805.594
1813,40702.6
1814,41893.55
1815,39029.266
1816,41742.977
1817,41524.23
1818,41330.33
1819,50477.53
1820,51407.61
1821,42353.07
1822,42289.69
1823,39450.457
1824,41750.49
1825,43280.535
1826,41163.848
1827,40474.32
1828,41556.492
1829,40755.32
1830,42207.58
1831,42666.926
1832,48966.59
1833,41170.016
1834,42359.875
1835,39853.125
1836,41268.43
1837,39713.656
1838,41290.56
1839,40075.16
1840,41877.81
1841,41996.87
1842,39303.61
1843,39841.363
1844,41103.188
1845,42338.7
1846,41551.42
1847,42783.85
1848,39284.2
1849,41668.137
1850,40497.32
1851,41879.547
1852,42253.586
1853,50743.984
1854,42084.35
1855,41181.01
1856,42262.37
1857,42503.14
1858,42372.902
1859,41631.836
1860,41844.254
1861,41631.836
1862,42738.56
1863,42738.56
1864,42738.56
1865,42098.965
1866,42261.945
1867,42863.227
1868,42490.17
1869,42318.867
1870,42320.203
1871,42344.516
1872,41371.95
1873,41910.72
1874,42433.754
1875,41553.62
1876,42293.67
1877,42277.24
1878,41590.383
1879,41827.387
1880,41254.38
1881,42203.176
1882,42849.79
1883,42085.156
1884,42831.906
1885,42318.035
1886,42401.668
1887,42318.035
1888,41573.375
1889,41354.066
1890,41310.152
1891,50647.93
1892,40498.824
1893,40730.934
1894,41626.492
1895,41534.473
1896,42676.902
1897,39756.633
1898,40675.72
1899,42489.17
1900,41072.074
1901,41757.473
1902,42226.953
1903,41925.504
1904,41904.76
1905,41251.273
1906,41035.49
1907,41685.496
1908,50423.863
1909,49970.816
1910,50444.65
1911,42031.21
1912,42219.383
1913,42281.19
1914,38967.957
1915,51864.566
1916,40917.133
1917,42300.152
1918,42477.37
1919,42037.39
1920,39601.125
1921,42613.82
1922,41462.867
1923,42468.508
1924,42164.844
1925,41376.29
1926,42662.312
1927,42001.13
1928,41480.625
1929,41949.02
1930,42281.55
1931,42036.246
1932,40344.51
1933,41751.914
1934,41546.92
1935,40378.125
1936,42311.555
1937,41856.797
1938,41186.066
1939,41584.535
1940,41967.387
1941,41641.8
1942,41076.516
1943,41169.652
1944,42667.938
1945,42518.625
1946,41128.645
1947,41895.008
1948,41816.42
1949,41776.875
1950,42101.32
1951,42142.812
1952,42019.234
1953,41037.16
1954,42569.145
1955,39805.79
1956,42183.355
1957,41588.496
1958,42280.004
1959,41631.836
1960,41263.027
1961,41046.434
1962,49745.23
1963,49953.176
1964,48997.56
1965,50820.055
1966,50791.77
1967,42233.168
1968,42594.91
1969,42538.555
1970,41156.723
1971,42588.84
1972,42338.574
1973,42272.05
1974,42292.883
1975,42606.086
1976,42301.492
1977,41596.496
1978,43033.156
1979,41697.25
1980,41455.08
1981,42580.355
1982,41538.324
1983,41538.324
1984,51691.49
1985,51923.96
1986,51758.688
1987,52473.676
1988,42085.156
1989,42831.906
1990,42831.906
1991,42508.11
1992,42308.76
1993,41353.234
1994,42259.75
1995,42078.676
1996,42075.883
1997,42870.586
1998,42295.42
1999,42247.63
2000,43016.93
2001,42297.695
2002,41173.22
2003,42933.094
2004,42318.06
2005,41547.004
2006,42164.164
2007,42827.016
2008,42162.5
2009,42318.035
2010,42849.79
2011,41517.67
2012,42112.66
2013,41553.402
2014,42206.31
2015,42228.863
2016,41553.402
2017,41892.836
2018,41804.543
2019,42449.785
2020,40683.285
2021,39602.176
2022,41824.28
2023,41060.195
2024,42218.54
2025,42432.402
2026,51033.29
2027,49565.98
2028,48622.69
2029,50587.402
2030,42475.098
2031,42475.098
2032,42487.547
2033,51822.59
2034,49562.043
2035,41412.38
2036,51782.66
2037,51782.66
2038,50987.73
2039,42309.44
2040,41834.734
2041,42391.867
2042,42711.406
2043,41296.324
2044,41976.047
2045,41688.15
2046,42219.387
2047,41721.336
2048,42461.773
2049,41591.836
2050,41284.46
2051,41616.57
2052,40122.57
2053,42449.785
2054,40199.57
2055,41316.24
2056,41438.523
2057,42426.742
2058,41718.965
2059,41056.29
2060,41998.445
2061,42444.754
2062,41044.93
2063,41253.66
2064,41295.477
2065,40813.39
2066,41556.87
2067,41539.42
2068,40992.996
2069,41560.203
2070,42637.785
2071,41040.812
2072,42027.117
2073,42043.73
2074,41731.17
2075,42034.99
2076,39797.258
2077,40693.598
2078,41046.434
2079,42457.37
2080,41365.406
2081,40645.242
2082,39768.312
2083,41483.152
2084,41348.54
2085,42026.42
2086,39087.02
2087,42273.035
2088,40838.37
2089,40330.953
2090,42787.625
2091,41073.86
2092,41815.297
2093,40997.23
2094,41746.812
2095,41452.777
2096,40880.668
2097,40052.81
2098,40981.14
2099,37644.445
2100,39911.316
2101,41348.51
2102,41859.758
2103,40635.445
2104,40621.5
2105,42880.562
2106,39468.99
2107,42664.21
2108,41128.2
2109,41687.543
2110,42105.47
2111,41199.242
2112,41256.88
2113,42047.54
2114,43111.586
2115,41804.28
2116,42261.12
2117,42266.457
2118,41552.23
2119,42522.266
2120,39908.49
2121,39259.816
2122,40090.14
2123,41497.195
2124,41246.027
2125,40971.04
2126,42029.246
2127,41913.43
2128,43255.09
2129,41951.81
2130,39282.82
2131,41921.074
2132,42690.06
2133,41650.812
2134,41138.305
2135,42324.03
2136,41570.63
2137,40183.88
2138,40580.63
2139,41844.254
2140,42416.953
2141,42477.37
2142,41077.047
2143,41844.254
2144,41304.266
2145,42438.426
2146,41399.207
2147,40309.984
2148,41323.734
2149,42486.348
2150,42020.523
2151,40969.6
2152,41771.426
2153,41473.414
2154,40631.285
2155,39842.188
2156,42743.652
2157,42282.06
2158,42262.37
2159,42849.79
2160,41354.066
2161,42870.61
2162,40129.48
2163,42610.285
2164,42307.16
2165,42457.4
2166,42433.754
2167,42288.094
2168,41546.92
2169,41576.97
2170,42300.152
2171,42460.504
2172,39826.945
2173,41880.684
2174,42085.156
2175,42318.035
2176,42409.816
2177,42092.836
2178,42849.79
2179,42452.867
2180,40782.62
2181,41590.383
2182,41771.508
2183,41577.8
2184,40393.34
2185,42318.934
2186,41352.754
2187,42078.3
2188,39860.047
2189,41837.48
2190,41227.152
2191,40665.664
2192,40884.125
2193,40616.86
2194,41864.74
2195,42034.28
2196,39995.312
2197,41601.42
2198,42427.965
2199,41253.36
2200,40232.395
2201,41521.07
2202,42743.08
2203,41533.69
2204,41923.72
2205,42037.49
2206,40902.46
2207,41528.453
2208,41748.04
2209,41031.57
2210,49948.316
2211,41300.105
2212,41914.746
2213,41059.07
2214,41412.367
2215,41294.496
2216,40294.516
2217,38789.914
2218,41946.047
2219,40432.406
2220,41442.54
2221,51864.566
2222,51798.47
2223,41656.797
2224,42842.5
2225,40176.22
2226,41809.53
2227,51647.55
2228,41579.97
2229,41521.46
2230,40910.71
2231,42109.555
2232,42783.48
2233,42287.61
2234,42318.035
2235,42330.824
2236,41876.035
2237,41960.152
2238,41378.53
2239,40553.137
2240,41658.848
2241,41081.664
2242,50746.098
2243,51423.727
2244,49966.773
2245,49213.664
2246,42438.004
2247,50397.47
2248,42418.47
2249,41254.8
2250,41254.38
2251,42616.34
2252,41251.273
2253,41654.613
2254,41819.016
2255,40401.18
2256,39700.945
2257,42948.36
2258,41578.188
2259,42350.77
2260,41278.746
2261,41399.027
2262,41094.055
2263,42427.555
2264,41866.637
2265,41819.625
2266,41577.8
2267,42603.7
2268,42425.76
2269,39587.71
2270,42474.99
2271,41237.246
2272,41813.992
2273,42001.13
2274,42227.375
2275,41073.418
2276,42037.39
2277,41284.46
2278,41998.023
2279,42230.48
2280,42418.47
2281,52332.48
2282,41413.848
2283,49953.176
2284,49926.824
2285,51534.06
2286,41254.38
2287,42509.875
2288,42140.32
2289,42374.59
2290,42553.78
2291,43121.734
2292,42533.375
2293,42627.79
2294,42965.547
2295,42204.027
2296,41989.98
2297,42311.324
2298,42799.402
2299,43011.69
2300,42239.977
2301,42301.66
2302,42323.832
2303,42277.28
2304,42160.855
2305,51925.36
2306,51920.895
2307,42319.277
2308,42618.098
2309,42236.254
2310,41538.324
2311,51890.168
2312,42816.754
2313,42832.74
2314,41331.266
2315,42832.74
2316,40607.316
2317,42295.52
2318,42850.62
2319,42832.74
2320,42280.72
2321,51923.96
2322,52479.316
2323,42321.14
2324,42300.152
2325,42871.418
2326,42831.906
2327,42085.156
2328,42300.152
2329,41546.92
2330,42822.594
2331,42509.227
2332,42577.383
2333,42320.918
2334,42783.824
2335,41519.87
2336,42318.324
2337,42286.703
2338,42315.43
2339,41967.586
2340,42438.816
2341,42098.344
2342,42327.957
2343,42327.957
2344,42841.83
2345,42168.125
2346,41417.414
2347,41949.168
2348,42198.367
2349,41989.39
2350,42029.6
2351,42090.117
2352,42767.06
2353,42667.164
2354,42092.027
2355,42115.375
2356,41540.188
2357,42083.082
2358,42267.043
2359,41195.46
2360,41793.184
2361,42043.73
2362,41098.004
2363,41761.367
2364,40499.582
2365,42487.547
2366,51026.44
2367,51038.64
2368,51031.016
2369,41988.71
2370,50582.594
2371,51025.645
2372,42695.086
2373,41432.902
2374,42191.625
2375,41487.797
2376,42601.574
2377,42128.168
2378,42265.61
2379,41275.188
2380,42477.37
2381,41085.93
2382,42009.383
2383,42975.816
2384,42470.316
2385,42001.13
2386,41046.434
2387,42001.13
2388,41211.78
2389,41056.29
2390,41804.543
2391,42427.13
2392,41786.133
2393,41691.254
2394,41844.254
2395,41673.676
2396,41054.688
2397,41272.863
2398,42010.242
2399,39195.836
2400,47699.855
2401,42336.266
2402,41876.58
2403,41604.273
2404,42474.266
2405,41070.363
2406,41235.266
2407,41701.11
2408,41996.88
2409,41578.188
2410,41151.414
2411,40441.547
2412,42207.35
2413,41231.758
2414,42044.152
2415,41615.22
2416,41455.953
2417,40894.496
2418,42001.55
2419,41086.133
2420,41978.508
2421,42183.348
2422,41243.117
2423,42621.527
2424,42639.016
2425,41706.625
2426,40277.582
2427,42276.734
2428,41829.465
2429,39798.76
2430,41293.92
2431,40570.035
2432,41691.676
2433,41252.875
2434,40485.652
2435,41043.33
2436,41814.316
2437,41804.543
2438,41844.254
2439,41741.5
2440,41069.547
2441,41469.72
2442,51536.3
2443,42332.83
2444,40849.72
2445,41745.57
2446,42360.14
2447,41721.254
2448,39982.082
2449,41924.42
2450,41932.13
2451,49285.23
2452,41260.266
2453,41713.8
2454,42134.305
2455,40280.02
2456,41354.453
2457,41750.742
2458,40294.14
2459,42398.19
2460,41716.973
2461,41858.254
2462,43138.26
2463,41556.492
2464,41593.63
2465,42246.258
2466,41590.08
2467,38658.707
2468,41522.676
2469,40417.402
2470,41137.07
2471,42524.266
2472,40957.535
2473,39994.34
2474,41000.348
2475,42284.965
2476,41297.863
2477,41844.254
2478,41841.15
2479,40973.605
2480,41369.42
2481,41077.047
2482,42040.496
2483,41086.32
2484,41793.184
2485,42438.004
2486,41043.75
2487,41889.758
2488,41390.156
2489,41977.33
2490,41273.71
2491,41062.793
2492,41491.562
2493,41782.785
2494,41284.426
2495,41386.492
2496,41858.508
2497,42729.957
2498,41044.93
2499,41252.844
2500,50924.504
2501,41940.605
2502,41112.414
2503,41400.598
2504,42040.184
2505,42267.043
2506,42839.812
2507,42923.414
2508,42899.55
2509,42341.832
2510,42298.08
2511,42069.668
2512,42850.62
2513,42257.348
2514,42761.453
2515,41042.184
2516,41022.945
2517,42433.754
2518,42306.19
2519,42325.715
2520,41561.082
2521,42085.156
2522,42300.152
2523,41086.32
2524,41844.254
2525,41299.43
2526,41020.3
2527,40968.56
2528,41254.38
2529,41793.605
2530,42001.55
2531,42337.49
2532,41553.402
2533,42831.906
2534,42275.652
2535,42318.035
2536,42294.992
2537,42318.035
2538,42085.99
2539,42321.973
2540,42069.668
2541,42458.953
2542,42109.555
2543,40406.906
2544,41286.367
2545,41310.434
2546,41841.906
2547,42988.34
2548,41865.883
2549,41149.785
2550,42310.43
2551,51084.805
2552,42476.15
2553,41180.51
2554,40745.14
2555,41544.793
2556,41072.523
2557,41818.574
2558,40133.66
2559,41113.402
2560,42058.73
2561,49656.84
2562,42157.297
2563,40608.8
2564,42805.36
2565,42552.008
2566,41947.832
2567,41495.566
2568,40987.11
2569,41688.15
2570,49948.316
2571,42355.25
2572,51233.555
2573,41470.816
2574,42356.902
2575,38992.996
2576,41988.52
2577,42266.457
2578,52409.316
2579,41632.195
2580,41254.234
2581,39014.68
2582,42570.695
2583,41730.043
2584,42037.39
2585,42283.832
2586,41565.727
2587,41790.08
2588,42020.96
2589,42040.496
2590,52021.336
2591,42547.06
2592,42816.305
2593,42318.867
2594,41935.11
2595,42318.035
2596,42552.965
2597,42082.25
2598,42386.734
2599,42823.48
2600,42942.64
2601,41422.99
2602,49005.473
2603,49825.07
2604,49646.043
2605,49854.246
2606,41824.72
2607,42140.65
2608,42094.875
2609,40242.664
2610,41979.914
2611,40702.324
2612,41297.402
2613,41981.594
2614,42001.13
2615,41986.76
2616,41252.875
2617,41094.613
2618,40261.984
2619,41806.105
2620,42290.84
2621,41641.8
2622,42401.363
2623,42093.668
2624,42333.816
2625,42890.492
2626,41250.13
2627,51833.58
2628,42550.56
2629,42994.59
2630,42509.707
2631,42582.902
2632,43057.082
2633,42331.656
2634,42495.008
2635,42040.496
2636,42355.02
2637,41913.824
2638,41626.332
2639,42015.312
2640,42001.13
2641,41788.934
2642,42141.062
2643,49480.676
2644,50688.984
2645,49645.484
2646,49000.664
2647,49747.418
2648,50681.746
2649,41279.457
2650,50735.562
2651,50564.832
2652,41421.184
2653,42051.46
2654,42055.367
2655,42341.59
2656,42777.74
2657,42368.266
2658,42787.01
2659,42632.152
2660,42371.117
2661,42500.234
2662,42452.89
2663,42292.883
2664,42245.527
2665,42304.508
2666,42280.883
2667,42085.99
2668,42085.99
2669,42794.28
2670,43013.207
2671,42832.74
2672,51932.473
2673,51923.96
2674,51758.688
2675,51935.58
2676,42849.79
2677,41546.92
2678,42408.375
2679,42299.344
2680,41576.97
2681,42347.6
2682,42443.945
2683,42538.547
2684,42261.52
2685,42201.758
2686,42841.83
2687,41632.63
2688,42838.92
2689,41417.414
2690,41709.668
2691,41965.49
2692,41557.56
2693,42864.035
2694,42092.027
2695,42832.74
2696,42832.74
2697,42825.426
2698,42266.62
2699,41073.703
2700,41076.81
2701,40034.637
2702,41494.668
2703,41697.008
2704,42001.55
2705,41046.434
2706,41254.38
2707,42001.13
2708,41296.98
2709,40830.227
2710,42023.63
2711,42024.133
2712,42254.188
2713,51575.574
2714,50086.117
2715,51005.246
2716,40751.887
2717,41873.863
2718,41961.75
2719,42454.87
2720,41251.273
2721,41046.434
2722,41536.957
2723,40548.9
2724,42040.496
2725,41793.184
2726,41299.43
2727,41019.07
2728,42477.5
2729,39805.79
2730,41702.613
2731,42603.793
2732,43155.082
2733,41987.7
2734,41926.43
2735,41065.25
2736,42149.516
2737,40837.824
2738,41605.363
2739,41063.3
2740,41786.133
2741,41081.71
2742,41866.445
2743,42480.305
2744,41730.797
2745,40434.246
2746,41255.586
2747,42013.04
2748,41131.043
2749,41493.164
2750,41482.305
2751,41858.547
2752,40601.09
2753,41844.43
2754,42177.69
2755,41749.055
2756,41441.426
2757,38632.676
2758,40918.406
2759,42450.26
2760,40566.297
2761,41834.98
2762,41525.91
2763,41990.59
2764,41014.69
2765,42020.91
2766,42242.816
2767,41765.316
2768,41601.113
2769,41046.434
2770,41265.74
2771,41265.74
2772,41840.004
2773,41754.72
2774,40722.117
2775,41903.297
2776,41585.727
2777,41883.82
2778,50388.043
2779,41354.387
2780,38462.766
2781,42483.18
2782,42069.316
2783,39500.69
2784,40499.85
2785,42775.418
2786,39600.484
2787,41400.16
2788,43215.168
2789,42310.246
2790,38966.008
2791,41879.047
2792,40729.07
2793,42313.992
2794,40202.875
2795,41946.543
2796,42686.34
2797,41451.25
2798,41360.96
2799,40269.203
2800,39187.297
2801,40816.59
2802,41224.047
2803,41617.63
2804,41200.016
2805,41726.1
2806,41633.027
2807,41534.914
2808,42023.63
2809,42020.96
2810,39798.76
2811,41823.406
2812,42040.496
2813,42342.36
2814,41887.9
2815,41752.12
2816,41399.008
2817,42403.895
2818,41715.098
2819,51516.645
2820,42510.652
2821,41447.87
2822,42487.38
2823,42059.535
2824,42416.91
2825,41877.664
2826,42056.24
2827,41327.027
2828,40016.17
2829,42098.645
2830,42115.6
2831,40866.355
2832,41286.34
2833,42318.867
2834,42850.62
2835,42339.664
2836,42841.348
2837,39566.24
2838,42299.14
2839,42829.074
2840,41553.62
2841,42300.152
2842,42318.035
2843,40492.7
2844,41968.113
2845,41691.254
2846,42300.152
2847,42309.277
2848,42326.434
2849,42085.156
2850,42318.035
2851,42831.906
2852,42311.555
2853,42318.035
2854,42460.547
2855,41537.082
2856,42109.555
2857,42850.62
2858,42318.867
2859,42241.047
2860,41041.914
2861,39685.375
2862,42864.332
2863,42332.93
2864,42117.582
2865,50647.93
2866,51569.527
2867,41048.742
2868,40975.02
2869,40952.344
2870,40091.72
2871,39566.04
2872,39618.938
2873,43261.52
2874,41301.086
2875,38932.957
2876,42637.09
2877,42227.87
2878,40638.117
2879,41333.68
2880,40924.6
2881,41336.766
2882,41541.28
2883,41109.715
2884,42261.19
2885,42506.844
2886,41387.895
2887,41552.6
2888,42439.633
2889,38441.156
2890,40883.83
2891,41459.375
2892,39468.12
2893,39744.707
2894,39565.777
2895,42108.566
2896,51790.293
2897,42062.88
2898,41639.105
2899,42829.0
2900,41295.613
2901,41124.066
2902,41576.97
2903,42343.652
2904,42693.29
2905,40936.31
2906,41004.71
2907,50447.566
2908,41691.676
2909,41076.492
2910,49102.367
2911,49936.984
2912,41824.28
2913,47554.32
2914,49481.234
2915,49689.18
2916,47549.855
2917,40979.977
2918,41840.004
2919,42270.516
